transaction_id,user_id,account_id,payment_type,amount,status,timestamp
T10097,U2762,A2049,Wire,102.67,completed,2026-02-19 15:32:26
T10098,U2222,A1664,Card,155.53,failed,2026-02-25 07:24:47
T10099,U1564,A2814,Card,186.75,pending,2026-02-27 13:58:29
T10100,U1666,A904,Wire,1121.81,completed,2026-02-04 22:19:06
T10101,U1640,A1216,Wire,1162.39,completed,2026-02-13 20:11:14
T10102,U2757,A475,Wire,309.2,completed,2026-02-11 03:44:49
T10103,U1249,A2710,Card,149.2,completed,2026-02-17 00:48:35
T10104,U2321,A34,Card,738.89,completed,2026-02-07 04:10:07
T10105,U2718,A2784,Wire,291.39,completed,2026-02-28 04:46:36
T10106,U2672,A2275,Wire,1294.69,completed,2026-02-03 11:47:58
T10107,U694,A1060,ACH,53.22,completed,2026-02-28 13:41:35
T10108,U1857,A2826,ACH,2175.07,completed,2026-02-20 21:25:07
T10109,U57,A895,Card,99.37,completed,2026-02-01 02:46:58
T10110,U172,A1484,Card,546.82,completed,2026-02-02 19:56:36
T10111,U2673,A2515,ACH,280.88,failed,2026-02-08 19:31:11
T10112,U2665,A1449,ACH,47.45,pending,2026-02-23 10:39:31
T10113,U2348,A1231,Card,106.7,completed,2026-02-18 09:51:39
T10114,U636,A148,Card,77.7,completed,2026-02-20 17:40:11
T10115,U2635,A1651,Card,33.05,completed,2026-02-03 16:23:10
T10116,U903,A2075,Wire,68.05,failed,2026-02-22 11:01:09
T10117,U1032,A1512,Card,143.88,completed,2026-02-22 02:16:40
T10118,U1821,A2226,Wire,1201.92,completed,2026-02-21 22:34:35
T10119,U2628,A1719,Wire,194.61,completed,2026-02-27 00:19:47
T10120,U327,A1125,Card,67.98,completed,2026-02-17 14:50:25
T10121,U1681,A1247,Card,274.37,completed,2026-02-12 00:03:29
T10122,U2763,A76,Card,540.13,completed,2026-02-25 02:43:06
T10123,U1828,A577,ACH,287.53,completed,2026-02-11 22:09:27
T10124,U1721,A1821,Wire,543.26,completed,2026-02-07 10:45:08
T10125,U2119,A591,Card,257.18,completed,2026-02-02 03:30:55
T10126,U1091,A2663,Card,197.85,completed,2026-02-18 19:08:08
T10127,U110,A2525,Wire,41.32,completed,2026-02-06 05:35:39
T10128,U708,A1019,Card,1089.22,completed,2026-02-01 23:51:11
T10129,U2995,A1393,Card,397.94,failed,2026-02-09 12:21:13
T10130,U683,A99,Wire,299.8,completed,2026-02-08 14:21:11
T10131,U40,A2041,Wire,100.95,completed,2026-02-24 16:05:45
T10132,U1953,A969,Wire,296.02,completed,2026-02-19 21:04:08
T10133,U2805,A171,Wire,1449.22,completed,2026-02-07 04:44:43
T10134,U1282,A1425,ACH,704.48,completed,2026-02-10 03:21:44
T10135,U778,A1567,Card,728.29,completed,2026-02-18 06:44:33
T10136,U1967,A1904,Card,938.34,completed,2026-02-11 17:54:23
T10137,U1969,A1509,Wire,93.58,completed,2026-02-03 07:36:03
T10138,U542,A565,ACH,524.86,completed,2026-02-08 00:20:30
T10139,U2087,A486,ACH,85.57,failed,2026-02-03 18:09:13
T10140,U651,A1431,Wire,1211.86,completed,2026-02-10 20:51:03
T10141,U1409,A1651,Wire,237.54,completed,2026-02-19 06:39:44
T10142,U1045,A1816,Card,29.45,completed,2026-02-25 05:43:23
T10143,U1793,A596,Card,299.56,completed,2026-02-07 19:24:51
T10144,U585,A526,ACH,289.37,completed,2026-02-07 14:18:18
T10145,U2605,A2259,Wire,24.55,completed,2026-02-18 23:06:51
T10146,U2087,A2146,Wire,22.91,completed,2026-02-23 07:50:44
T10147,U482,A615,Wire,345.23,completed,2026-02-14 00:03:39
T10148,U1227,A232,Wire,790.87,completed,2026-02-04 07:54:31
T10149,U2314,A993,Wire,625.15,completed,2026-02-19 17:15:45
T10150,U2302,A2016,Wire,252.87,completed,2026-02-14 00:55:39
T10151,U2864,A2582,Wire,386.71,completed,2026-02-28 22:36:03
T10152,U2647,A2623,ACH,387.53,completed,2026-02-12 02:07:05
T10153,U1461,A225,ACH,66.92,completed,2026-02-26 05:49:00
T10154,U505,A1662,Card,15.76,completed,2026-02-14 11:03:45
T10155,U2787,A691,Wire,504.57,completed,2026-02-21 01:27:04
T10156,U1414,A130,ACH,593.46,completed,2026-02-16 21:11:12
T10157,U997,A492,Card,285.15,completed,2026-02-10 02:28:40
T10158,U1852,A1896,Card,30.14,pending,2026-02-17 02:40:32
T10159,U1884,A1546,Card,307.43,completed,2026-02-17 13:08:12
T10160,U2961,A226,Wire,173.97,completed,2026-02-26 02:41:14
T10161,U1827,A1964,Card,614.83,completed,2026-02-28 06:46:58
T10162,U1330,A578,ACH,46.68,completed,2026-02-26 02:15:41
T10163,U2941,A978,Card,601.13,completed,2026-02-20 15:56:44
T10164,U158,A2020,Card,67.74,completed,2026-02-23 14:03:47
T10165,U2745,A1338,ACH,27.05,completed,2026-02-07 21:32:20
T10166,U2713,A955,Card,3.33,completed,2026-02-15 03:01:25
T10167,U585,A1062,Wire,597.92,completed,2026-02-25 08:31:12
T10168,U2148,A2065,Card,1130.47,completed,2026-02-04 10:06:04
T10169,U2347,A1843,Wire,392.77,completed,2026-02-09 13:24:53
T10170,U2228,A792,ACH,304.07,pending,2026-02-22 22:14:30
T10171,U1156,A2272,Wire,138.65,completed,2026-02-07 00:42:39
T10172,U1579,A2248,ACH,6.61,failed,2026-02-07 07:34:08
T10173,U1925,A453,ACH,198.36,completed,2026-02-15 06:10:13
T10174,U120,A1712,Card,194.46,failed,2026-02-08 03:39:06
T10175,U543,A1869,Wire,984.73,completed,2026-02-13 00:47:53
T10176,U1390,A2552,Wire,107.35,completed,2026-02-08 03:12:47
T10177,U1733,A508,ACH,359.83,completed,2026-02-14 12:31:10
T10178,U1297,A1138,Card,184.26,completed,2026-02-02 12:15:21
T10179,U2981,A1581,Card,464.58,completed,2026-02-01 18:22:58
T10180,U505,A2106,Card,294.58,completed,2026-02-22 20:59:26
T10181,U531,A2153,Wire,423.21,completed,2026-02-25 05:13:51
T10182,U1383,A1716,Card,64.31,completed,2026-02-24 05:26:11
T10183,U1270,A2445,ACH,246.26,completed,2026-02-25 23:57:35
T10184,U1607,A2234,Wire,30.57,completed,2026-02-02 13:43:59
T10185,U2422,A2981,ACH,300.14,completed,2026-02-10 16:46:34
T10186,U1417,A488,Wire,5.72,completed,2026-02-25 07:41:58
T10187,U1116,A2479,Card,988.44,completed,2026-02-13 13:07:49
T10188,U1330,A1379,ACH,447.29,completed,2026-02-02 01:06:46
T10189,U665,A2697,Card,439.36,failed,2026-02-17 11:27:41
T10190,U1760,A1293,Card,222.21,completed,2026-02-12 02:23:04
T10191,U807,A1984,ACH,172.74,completed,2026-02-17 05:09:43
T10192,U1204,A2567,Card,218.68,completed,2026-02-09 13:44:57
T10193,U958,A1858,ACH,577.56,completed,2026-02-09 10:03:57
T10194,U2472,A2879,ACH,445.1,pending,2026-02-17 12:11:41
T10195,U1429,A1570,Wire,266.84,completed,2026-02-21 00:04:40
T10196,U1122,A1893,Card,1260.58,pending,2026-02-09 02:16:49
T10197,U607,A1062,Wire,745.19,completed,2026-02-15 14:48:15
T10198,U2319,A775,Wire,38.78,completed,2026-02-03 15:18:03
T10199,U223,A2824,ACH,135.26,completed,2026-02-01 06:00:53
T10200,U1263,A303,ACH,536.02,completed,2026-02-27 21:50:49
T10201,U776,A544,Wire,136.31,completed,2026-02-04 23:40:10
T10202,U2200,A1680,ACH,2.14,completed,2026-02-27 08:55:57
T10203,U355,A2134,Card,1683.79,completed,2026-02-05 19:37:54
T10204,U2960,A512,Wire,2622.01,completed,2026-02-13 04:26:45
T10205,U1163,A1177,Card,384.67,completed,2026-02-04 10:37:09
T10206,U293,A4,Wire,1084.14,completed,2026-02-02 12:23:11
T10207,U2282,A727,Card,303.07,completed,2026-02-21 03:07:35
T10208,U2482,A799,ACH,49.78,completed,2026-02-17 01:44:48
T10209,U1022,A1116,ACH,874.4,completed,2026-02-27 15:37:02
T10210,U980,A797,Card,239.27,failed,2026-02-06 16:20:03
T10211,U761,A2856,Card,890.15,completed,2026-02-06 09:40:23
T10212,U1193,A2900,ACH,169.65,pending,2026-02-24 19:41:40
T10213,U944,A2401,Wire,61.85,completed,2026-02-20 15:57:14
T10214,U101,A2434,Card,499.61,failed,2026-02-18 02:38:09
T10215,U850,A2227,Card,1117.06,completed,2026-02-26 18:32:57
T10216,U2058,A1469,Wire,126.1,completed,2026-02-18 12:23:35
T10217,U1981,A2833,Card,100.17,failed,2026-02-09 16:09:38
T10218,U2438,A2437,Wire,272.9,completed,2026-02-12 18:16:35
T10219,U57,A2887,Wire,192.59,completed,2026-02-23 00:06:49
T10220,U121,A1140,Wire,922.14,completed,2026-02-15 12:38:04
T10221,U2427,A1670,Wire,318.74,completed,2026-02-22 03:29:46
T10222,U1379,A396,Wire,88.24,completed,2026-02-11 08:32:32
T10223,U1785,A2101,ACH,1215.14,completed,2026-02-04 19:51:34
T10224,U521,A606,ACH,852.11,completed,2026-02-15 05:18:15
T10225,U2913,A1192,Card,797.31,completed,2026-02-25 16:34:41
T10226,U866,A2485,ACH,219.8,failed,2026-02-14 12:53:07
T10227,U1019,A197,Wire,828.12,completed,2026-02-08 10:08:08
T10228,U682,A1578,Card,1180.21,completed,2026-02-01 23:32:03
T10229,U2085,A2191,Card,1472.93,completed,2026-02-18 04:41:45
T10230,U1793,A1367,Card,204.0,completed,2026-02-20 01:15:34
T10231,U2984,A676,ACH,339.4,completed,2026-02-13 22:16:12
T10232,U2845,A1789,ACH,879.39,failed,2026-02-20 13:17:25
T10233,U2584,A2542,Wire,134.41,completed,2026-02-06 23:59:42
T10234,U2586,A2234,Card,234.49,failed,2026-02-03 14:28:09
T10235,U2925,A1698,ACH,450.31,failed,2026-02-17 23:19:14
T10236,U446,A2167,Card,344.83,completed,2026-02-13 18:51:39
T10237,U489,A2337,ACH,96.49,completed,2026-02-11 02:39:51
T10238,U1255,A2124,Card,79.17,completed,2026-02-16 01:56:20
T10239,U807,A108,Card,236.98,completed,2026-02-12 01:21:33
T10240,U2794,A2891,Wire,65.7,completed,2026-02-27 04:16:42
T10241,U1705,A2985,Card,880.21,completed,2026-02-25 22:02:32
T10242,U701,A30,ACH,801.12,completed,2026-02-27 22:00:23
T10243,U1160,A2751,ACH,169.38,completed,2026-02-18 10:08:11
T10244,U1150,A329,Card,1929.23,completed,2026-02-25 19:14:49
T10245,U129,A1581,Card,1186.29,completed,2026-02-06 09:19:31
T10246,U1762,A2405,Card,35.92,pending,2026-02-27 00:05:55
T10247,U2527,A1703,ACH,374.59,completed,2026-02-01 10:05:13
T10248,U1016,A116,ACH,405.44,completed,2026-02-14 15:34:19
T10249,U671,A196,Card,386.76,completed,2026-02-14 04:29:20
T10250,U1365,A2972,ACH,763.32,completed,2026-02-09 05:46:11
T10251,U272,A484,Wire,424.17,completed,2026-02-02 15:26:14
T10252,U1473,A2027,ACH,807.05,completed,2026-02-12 05:00:54
T10253,U1785,A930,Wire,423.27,pending,2026-02-28 12:37:32
T10254,U640,A960,ACH,892.59,completed,2026-02-04 04:41:37
T10255,U2520,A1385,Wire,556.83,completed,2026-02-10 07:08:27
T10256,U2188,A1213,Wire,203.74,completed,2026-02-03 03:45:46
T10257,U196,A2991,Card,298.64,completed,2026-02-23 03:46:11
T10258,U719,A2692,ACH,22.4,completed,2026-02-06 07:33:15
T10259,U1263,A2098,ACH,27.9,completed,2026-02-27 07:23:26
T10260,U1719,A2842,Wire,62.13,completed,2026-02-23 00:08:14
T10261,U274,A947,ACH,145.07,completed,2026-02-21 08:17:20
T10262,U1506,A1282,Wire,37.66,completed,2026-02-05 20:34:39
T10263,U908,A1970,Card,1253.27,completed,2026-02-27 09:02:57
T10264,U2134,A2288,Card,608.1,failed,2026-02-26 15:16:55
T10265,U2097,A2411,Card,320.03,pending,2026-02-03 17:28:06
T10266,U454,A782,Wire,9.31,completed,2026-02-21 22:33:55
T10267,U2365,A761,ACH,185.55,completed,2026-02-20 05:36:39
T10268,U901,A2274,Wire,1372.48,completed,2026-02-20 01:29:40
T10269,U994,A593,ACH,432.39,pending,2026-02-27 23:54:01
T10270,U1348,A1315,Wire,35.26,completed,2026-02-19 19:39:34
T10271,U1903,A24,Card,724.64,completed,2026-02-08 22:28:15
T10272,U588,A1492,Wire,285.6,completed,2026-02-05 13:47:16
T10273,U2378,A2960,Wire,165.0,completed,2026-02-01 11:29:41
T10274,U1063,A105,ACH,250.73,completed,2026-02-22 16:13:49
T10275,U1743,A2381,Card,795.74,pending,2026-02-02 11:33:41
T10276,U708,A2230,ACH,601.09,completed,2026-02-06 10:33:31
T10277,U1384,A1083,Card,2114.23,completed,2026-02-06 12:13:16
T10278,U993,A831,ACH,353.83,completed,2026-02-08 03:29:06
T10279,U2106,A1898,Card,541.33,completed,2026-02-24 02:34:36
T10280,U2910,A2670,Wire,792.74,completed,2026-02-13 17:05:48
T10281,U169,A434,ACH,80.32,pending,2026-02-24 21:22:10
T10282,U380,A132,Card,820.35,completed,2026-02-06 14:10:01
T10283,U1382,A384,Card,7.66,completed,2026-02-12 03:39:32
T10284,U1841,A2999,Card,647.1,completed,2026-02-24 11:48:02
T10285,U2198,A623,Wire,161.52,completed,2026-02-01 09:40:24
T10286,U2796,A2545,Card,292.97,completed,2026-02-27 23:50:03
T10287,U685,A862,Wire,34.83,completed,2026-02-10 11:58:25
T10288,U957,A1147,ACH,171.39,completed,2026-02-20 08:13:47
T10289,U2667,A1851,ACH,7.63,pending,2026-02-22 23:41:12
T10290,U623,A771,Card,55.75,completed,2026-02-25 15:14:12
T10291,U2309,A1418,ACH,410.28,completed,2026-02-28 02:48:21
T10292,U1604,A1883,Wire,451.12,completed,2026-02-17 21:20:46
T10293,U65,A1784,Wire,96.62,failed,2026-02-26 00:18:31
T10294,U570,A327,Card,334.92,failed,2026-02-09 18:47:47
T10295,U1023,A203,ACH,237.06,completed,2026-02-21 03:52:43
T10296,U1860,A2913,Wire,865.02,completed,2026-02-16 08:15:28
T10297,U1571,A362,Card,79.06,completed,2026-02-28 07:36:31
T10298,U810,A1659,Wire,826.37,completed,2026-02-26 00:17:45
T10299,U330,A1198,Wire,513.87,completed,2026-02-15 14:07:32
T10300,U1107,A1036,ACH,515.85,completed,2026-02-02 14:40:57
T10301,U1615,A2855,ACH,3.23,completed,2026-02-17 02:58:28
T10302,U2845,A2818,Card,202.39,completed,2026-02-09 09:09:08
T10303,U1325,A639,Card,2331.33,completed,2026-02-26 13:48:28
T10304,U1565,A1817,Wire,483.27,completed,2026-02-09 22:55:27
T10305,U1858,A484,ACH,2169.29,completed,2026-02-17 07:24:28
T10306,U1666,A2363,Card,171.5,completed,2026-02-20 21:08:49
T10307,U2460,A2813,ACH,28.28,completed,2026-02-21 07:43:10
T10308,U1122,A2238,Card,99.18,failed,2026-02-05 07:42:47
T10309,U1373,A2557,ACH,14.3,completed,2026-02-25 04:57:23
T10310,U793,A2284,Wire,629.79,failed,2026-02-24 19:58:07
T10311,U1158,A39,ACH,26.06,completed,2026-02-28 03:51:10
T10312,U553,A890,Card,513.09,completed,2026-02-03 21:03:29
T10313,U2263,A2787,Card,688.09,completed,2026-02-26 08:07:46
T10314,U1740,A15,Card,343.31,completed,2026-02-20 04:28:03
T10315,U1890,A358,Wire,1161.59,completed,2026-02-01 01:20:27
T10316,U2344,A1313,Wire,2056.82,failed,2026-02-14 05:23:20
T10317,U88,A1494,Wire,27.75,completed,2026-02-22 09:56:33
T10318,U2626,A2128,ACH,654.99,completed,2026-02-06 21:30:48
T10319,U1907,A2935,Wire,144.91,completed,2026-02-02 08:13:14
T10320,U1127,A2704,ACH,864.11,completed,2026-02-17 03:18:06
T10321,U644,A1979,Card,458.22,completed,2026-02-18 08:04:53
T10322,U1058,A521,Wire,611.42,completed,2026-02-14 15:05:44
T10323,U87,A1462,Wire,79.11,completed,2026-02-13 09:57:16
T10324,U2096,A2135,Wire,194.19,completed,2026-02-26 22:13:33
T10325,U1275,A2277,ACH,172.39,completed,2026-02-27 09:37:48
T10326,U1572,A2590,Wire,987.39,completed,2026-02-04 17:27:50
T10327,U2429,A521,ACH,1227.96,completed,2026-02-07 19:08:54
T10328,U2629,A614,ACH,140.25,completed,2026-02-28 04:42:53
T10329,U1653,A2676,Wire,259.87,completed,2026-02-20 19:48:59
T10330,U1553,A2576,Card,108.83,failed,2026-02-14 18:32:35
T10331,U2450,A1115,Card,769.83,completed,2026-02-20 11:10:53
T10332,U1083,A629,Wire,15.01,completed,2026-02-10 03:19:41
T10333,U634,A468,Wire,940.11,completed,2026-02-09 11:15:58
T10334,U406,A821,Wire,83.34,completed,2026-02-13 13:09:42
T10335,U456,A560,Wire,29.75,completed,2026-02-09 05:06:33
T10336,U1860,A1768,Card,352.93,completed,2026-02-02 06:57:29
T10337,U1441,A1431,ACH,208.93,pending,2026-02-14 00:36:41
T10338,U1018,A596,Card,1193.27,completed,2026-02-15 11:07:56
T10339,U2739,A817,Card,2439.49,completed,2026-02-15 23:39:01
T10340,U2568,A2783,Wire,989.94,pending,2026-02-28 21:14:17
T10341,U1300,A1727,Card,111.07,completed,2026-02-21 15:30:49
T10342,U2956,A2375,ACH,47.51,completed,2026-02-27 02:38:28
T10343,U2788,A1116,Wire,271.05,pending,2026-02-22 11:55:30
T10344,U735,A2580,ACH,911.63,completed,2026-02-09 23:32:50
T10345,U1365,A2842,Wire,493.68,completed,2026-02-01 15:12:56
T10346,U1771,A2501,Card,6.7,completed,2026-02-18 15:27:44
T10347,U2416,A2363,Card,226.62,failed,2026-02-23 18:06:19
T10348,U2581,A1,Card,229.61,completed,2026-02-20 14:10:51
T10349,U876,A1794,Card,64.81,completed,2026-02-02 05:50:46
T10350,U2166,A1652,Card,1389.5,completed,2026-02-27 21:19:48
T10351,U2741,A1398,ACH,215.29,failed,2026-02-23 00:11:35
T10352,U2512,A470,ACH,399.61,pending,2026-02-17 01:18:39
T10353,U2838,A2534,ACH,2782.56,completed,2026-02-04 00:12:53
T10354,U2264,A1920,Wire,27.68,completed,2026-02-04 11:58:31
T10355,U765,A294,Wire,1074.94,failed,2026-02-14 12:26:16
T10356,U1258,A1391,Wire,122.59,completed,2026-02-06 19:03:33
T10357,U570,A211,Card,707.32,completed,2026-02-11 18:09:17
T10358,U2559,A631,Wire,160.85,completed,2026-02-01 23:38:44
T10359,U1496,A1910,ACH,405.46,completed,2026-02-21 20:39:17
T10360,U1231,A765,Wire,813.81,completed,2026-02-18 09:00:01
T10361,U1924,A2321,Wire,940.14,completed,2026-02-06 13:23:55
T10362,U1360,A776,Wire,162.52,completed,2026-02-16 02:43:44
T10363,U634,A2208,ACH,189.39,completed,2026-02-19 09:58:24
T10364,U1595,A2521,ACH,74.67,completed,2026-02-21 03:28:21
T10365,U2816,A52,Wire,581.77,completed,2026-02-25 21:31:57
T10366,U1826,A404,ACH,21.39,completed,2026-02-03 00:21:12
T10367,U836,A455,Card,432.69,completed,2026-02-15 03:10:36
T10368,U57,A1497,Card,518.55,completed,2026-02-16 16:46:23
T10369,U2951,A1459,Card,63.06,completed,2026-02-08 18:55:10
T10370,U1657,A173,ACH,4.64,completed,2026-02-01 22:00:44
T10371,U1472,A2877,Card,185.17,completed,2026-02-26 06:31:32
T10372,U445,A1958,Wire,202.73,completed,2026-02-07 17:15:27
T10373,U2885,A718,ACH,47.18,completed,2026-02-23 17:48:38
T10374,U847,A2182,Card,1411.34,completed,2026-02-18 20:16:02
T10375,U1966,A312,Wire,704.68,completed,2026-02-08 22:52:40
T10376,U1847,A1426,Wire,127.86,completed,2026-02-12 01:54:50
T10377,U591,A2276,ACH,1697.28,completed,2026-02-15 21:49:59
T10378,U1909,A92,Card,805.14,failed,2026-02-27 02:53:16
T10379,U2631,A1527,ACH,14.47,completed,2026-02-27 19:11:19
T10380,U581,A2214,Card,486.06,completed,2026-02-17 21:26:29
T10381,U1509,A2298,Card,305.22,completed,2026-02-22 03:31:01
T10382,U2072,A2193,Wire,1672.82,completed,2026-02-09 19:14:28
T10383,U2145,A326,Card,148.19,completed,2026-02-20 14:10:07
T10384,U2003,A940,Wire,374.16,completed,2026-02-28 19:44:03
T10385,U2067,A2737,Wire,107.52,completed,2026-02-03 21:39:35
T10386,U436,A2268,Card,107.17,completed,2026-02-01 05:52:03
T10387,U2548,A2633,Card,250.6,completed,2026-02-09 21:54:19
T10388,U1892,A2285,Card,489.19,pending,2026-02-21 18:24:06
T10389,U2346,A2898,Card,339.39,completed,2026-02-27 07:11:49
T10390,U1862,A2515,Card,556.44,completed,2026-02-18 15:24:14
T10391,U2310,A1060,Wire,695.03,failed,2026-02-19 05:38:21
T10392,U865,A551,ACH,158.02,pending,2026-02-26 15:33:25
T10393,U1811,A56,Wire,263.29,completed,2026-02-26 01:19:06
T10394,U885,A2221,ACH,543.75,completed,2026-02-04 19:27:34
T10395,U2321,A2664,ACH,873.06,completed,2026-02-25 17:01:36
T10396,U613,A539,Wire,125.9,completed,2026-02-25 11:56:20
T10397,U2295,A105,Card,856.65,completed,2026-02-27 00:05:16
T10398,U430,A2375,Card,1619.09,completed,2026-02-20 18:26:08
T10399,U1552,A1089,ACH,592.13,completed,2026-02-03 01:46:51
T10400,U946,A1064,ACH,248.11,completed,2026-02-23 04:24:00
T10401,U218,A2662,ACH,1466.43,completed,2026-02-05 07:21:17
T10402,U1704,A2752,Wire,232.7,completed,2026-02-24 19:16:22
T10403,U1450,A568,ACH,1169.08,completed,2026-02-26 13:10:33
T10404,U1860,A1554,ACH,128.22,completed,2026-02-08 17:56:34
T10405,U2433,A2674,Card,475.61,completed,2026-02-04 15:53:37
T10406,U1493,A1168,ACH,57.33,failed,2026-02-25 02:28:18
T10407,U2670,A983,ACH,322.38,completed,2026-02-26 19:08:44
T10408,U1919,A2717,ACH,477.41,completed,2026-02-21 04:39:19
T10409,U2827,A148,ACH,118.98,completed,2026-02-22 17:28:55
T10410,U448,A2440,Card,561.93,completed,2026-02-15 06:18:04
T10411,U1060,A506,ACH,394.17,completed,2026-02-15 02:04:19
T10412,U695,A1755,Wire,24.6,completed,2026-02-14 13:52:24
T10413,U1893,A1060,Card,363.39,completed,2026-02-06 23:31:15
T10414,U292,A253,Card,126.75,pending,2026-02-16 14:08:20
T10415,U541,A368,Card,24.88,completed,2026-02-08 21:04:40
T10416,U1070,A1419,Card,633.02,completed,2026-02-28 13:03:20
T10417,U263,A1999,Card,9.19,completed,2026-02-22 06:08:29
T10418,U847,A2321,ACH,876.61,completed,2026-02-26 04:01:40
T10419,U30,A2153,Card,46.8,completed,2026-02-19 12:20:47
T10420,U24,A1510,ACH,580.72,completed,2026-02-16 02:12:01
T10421,U2605,A2035,Wire,1.94,completed,2026-02-01 18:36:08
T10422,U2458,A2070,Wire,318.98,completed,2026-02-11 20:07:35
T10423,U269,A748,ACH,873.99,completed,2026-02-24 05:33:14
T10424,U2434,A2692,ACH,17.93,completed,2026-02-25 05:32:04
T10425,U2744,A1682,Card,12.32,completed,2026-02-22 03:18:07
T10426,U1732,A751,Card,0.85,completed,2026-02-15 12:37:50
T10427,U1408,A1740,Wire,1954.79,completed,2026-02-19 15:55:15
T10428,U707,A1049,Card,1138.74,failed,2026-02-28 11:07:16
T10429,U391,A1583,ACH,384.84,completed,2026-02-10 19:09:19
T10430,U1142,A350,Wire,142.29,completed,2026-02-02 05:05:07
T10431,U2679,A1148,ACH,115.91,completed,2026-02-20 11:01:47
T10432,U2894,A2536,Card,624.43,completed,2026-02-22 22:17:30
T10433,U779,A2133,Card,19.42,completed,2026-02-01 05:11:27
T10434,U1722,A846,Wire,1909.52,completed,2026-02-02 12:28:50
T10435,U1552,A1670,ACH,295.36,completed,2026-02-07 16:23:26
T10436,U138,A288,Card,75.98,failed,2026-02-04 18:41:29
T10437,U2886,A1609,Wire,53.13,completed,2026-02-10 22:04:12
T10438,U2606,A2514,Card,30.6,completed,2026-02-21 12:50:43
T10439,U1579,A423,ACH,1197.45,completed,2026-02-11 05:01:55
T10440,U206,A1836,Card,249.7,completed,2026-02-10 20:34:52
T10441,U1038,A743,ACH,702.98,completed,2026-02-05 16:16:09
T10442,U1563,A73,Card,129.66,completed,2026-02-23 20:13:46
T10443,U2883,A1141,Wire,14.44,completed,2026-02-11 00:18:13
T10444,U174,A623,Card,475.41,completed,2026-02-09 08:49:07
T10445,U755,A1421,Wire,223.61,completed,2026-02-23 10:11:26
T10446,U2949,A885,Card,267.01,completed,2026-02-11 22:24:36
T10447,U2267,A572,ACH,31.18,pending,2026-02-26 12:33:52
T10448,U363,A2971,ACH,590.68,completed,2026-02-25 11:20:45
T10449,U1536,A323,ACH,261.36,completed,2026-02-15 23:25:14
T10450,U674,A1779,ACH,371.43,completed,2026-02-26 01:20:29
T10451,U100,A1278,Wire,1072.68,completed,2026-02-10 03:18:46
T10452,U1230,A2425,Card,71.4,completed,2026-02-06 17:32:10
T10453,U2555,A1052,Card,156.74,completed,2026-02-08 13:57:57
T10454,U509,A643,Wire,749.12,completed,2026-02-17 18:13:44
T10455,U914,A1830,ACH,325.64,completed,2026-02-17 04:04:44
T10456,U42,A1111,Wire,352.05,completed,2026-02-10 06:50:29
T10457,U976,A1872,Card,99.01,completed,2026-02-11 19:36:33
T10458,U1261,A2730,Wire,1533.22,failed,2026-02-06 04:20:49
T10459,U1001,A2753,Card,1541.73,completed,2026-02-20 00:03:28
T10460,U486,A580,ACH,550.27,failed,2026-02-10 19:49:07
T10461,U1560,A578,ACH,1665.08,completed,2026-02-10 02:47:15
T10462,U2980,A2318,Wire,884.11,completed,2026-02-09 11:43:18
T10463,U517,A743,Wire,792.5,completed,2026-02-05 07:50:11
T10464,U2857,A324,Wire,109.97,completed,2026-02-08 19:24:34
T10465,U2925,A2707,Wire,371.73,pending,2026-02-10 01:37:24
T10466,U2929,A490,Wire,0.61,completed,2026-02-24 09:55:21
T10467,U138,A1102,Wire,350.87,pending,2026-02-09 15:38:31
T10468,U2725,A2906,Card,7.26,completed,2026-02-25 03:59:19
T10469,U189,A2337,Wire,79.78,completed,2026-02-02 23:32:35
T10470,U492,A620,Card,287.64,completed,2026-02-11 11:11:17
T10471,U2377,A1600,ACH,87.41,completed,2026-02-13 10:50:09
T10472,U2140,A2494,Wire,279.28,completed,2026-02-20 16:48:55
T10473,U1029,A581,Card,204.64,completed,2026-02-15 05:27:44
T10474,U1808,A1327,Wire,2.3,completed,2026-02-10 00:41:45
T10475,U430,A2148,Wire,51.42,completed,2026-02-22 14:11:35
T10476,U638,A1500,ACH,64.45,completed,2026-02-01 22:09:27
T10477,U594,A762,Wire,660.55,completed,2026-02-18 20:19:36
T10478,U2414,A122,Wire,189.25,completed,2026-02-11 09:13:30
T10479,U2689,A2348,Wire,248.4,completed,2026-02-07 08:21:13
T10480,U1099,A2577,Card,65.42,failed,2026-02-14 23:16:26
T10481,U2791,A1559,Wire,1234.49,completed,2026-02-25 16:38:34
T10482,U1382,A1490,Wire,38.89,completed,2026-02-18 06:59:57
T10483,U645,A1280,Card,1635.45,completed,2026-02-03 08:28:24
T10484,U967,A982,Card,807.84,completed,2026-02-04 08:54:11
T10485,U2699,A2868,Wire,106.9,completed,2026-02-27 03:18:08
T10486,U925,A942,Wire,309.02,failed,2026-02-20 03:22:43
T10487,U1658,A2872,Card,196.48,completed,2026-02-27 02:28:29
T10488,U1231,A1901,ACH,752.54,completed,2026-02-07 11:47:17
T10489,U711,A565,Card,1459.2,completed,2026-02-09 14:35:55
T10490,U1129,A2331,ACH,583.23,completed,2026-02-23 17:39:29
T10491,U1424,A2922,Card,114.43,pending,2026-02-05 01:58:26
T10492,U534,A2735,Card,287.11,completed,2026-02-17 22:36:36
T10493,U1777,A1237,Card,386.95,completed,2026-02-13 16:15:10
T10494,U899,A763,Wire,221.55,completed,2026-02-21 20:56:22
