case_id,transaction_id,issue_type,status,resolution_time_hours
C1537,T10541,refund,resolved,58
C1538,T10547,pending_payment,resolved,14
C1539,T10570,pending_payment,resolved,3
C1540,T10575,refund,resolved,3
C1541,T10576,refund,resolved,2
C1542,T10586,duplicate,resolved,12
C1543,T10588,pending_payment,resolved,29
C1544,T10590,refund,resolved,55
C1545,T10603,pending_payment,resolved,34
C1546,T10620,failed_payment,resolved,6
C1547,T10630,refund,resolved,49
C1548,T10635,refund,resolved,31
C1549,T10643,refund,resolved,53
C1550,T10664,failed_payment,resolved,8
C1551,T10667,pending_payment,resolved,35
C1552,T10668,pending_payment,resolved,57
C1553,T10670,refund,resolved,4
C1554,T10671,failed_payment,resolved,39
C1555,T10682,duplicate,resolved,39
C1556,T10686,refund,resolved,26
C1557,T10688,pending_payment,resolved,29
C1558,T10690,refund,resolved,25
C1559,T10694,pending_payment,resolved,17
C1560,T10699,duplicate,resolved,12
C1561,T10702,duplicate,resolved,36
C1562,T10711,failed_payment,resolved,40
C1563,T10713,duplicate,resolved,19
C1564,T10716,duplicate,resolved,70
C1565,T10717,pending_payment,resolved,20
C1566,T10734,refund,resolved,60
C1567,T10739,refund,resolved,65
C1568,T10749,duplicate,open,0
C1569,T10755,duplicate,resolved,8
C1570,T10756,refund,resolved,51
C1571,T10760,failed_payment,resolved,58
C1572,T10761,refund,resolved,1
C1573,T10763,refund,resolved,1
C1574,T10767,failed_payment,resolved,9
C1575,T10785,duplicate,resolved,44
C1576,T10795,pending_payment,resolved,14
C1577,T10810,refund,resolved,51
C1578,T10822,duplicate,resolved,5
C1579,T10825,failed_payment,resolved,14
C1580,T10845,failed_payment,resolved,62
C1581,T10851,duplicate,resolved,32
C1582,T10868,failed_payment,resolved,66
C1583,T10877,failed_payment,resolved,14
C1584,T10879,duplicate,resolved,32
C1585,T10903,refund,resolved,3
C1586,T10904,duplicate,resolved,60
C1587,T10906,refund,resolved,34
C1588,T10907,duplicate,resolved,41
C1589,T10909,pending_payment,resolved,72
C1590,T10919,pending_payment,resolved,8
C1591,T10929,duplicate,resolved,1
C1592,T10942,duplicate,resolved,54
C1593,T10943,failed_payment,resolved,27
C1594,T10950,duplicate,resolved,47
C1595,T10953,failed_payment,resolved,65
C1596,T10962,failed_payment,resolved,5
C1597,T10971,duplicate,resolved,11
C1598,T10982,duplicate,resolved,52
C1599,T10986,pending_payment,resolved,65
C1600,T10994,refund,resolved,61
C1601,T11008,refund,resolved,57
C1602,T11014,refund,resolved,26
C1603,T11020,pending_payment,resolved,62
C1604,T11022,pending_payment,resolved,21
C1605,T11024,duplicate,resolved,68
C1606,T11029,refund,resolved,41
C1607,T11031,failed_payment,resolved,19
C1608,T11034,duplicate,resolved,33
C1609,T11035,refund,resolved,56
C1610,T11050,duplicate,resolved,6
C1611,T11055,refund,resolved,10
C1612,T11057,pending_payment,resolved,39
C1613,T11059,pending_payment,resolved,17
C1614,T11061,failed_payment,resolved,65
C1615,T11065,failed_payment,resolved,22
C1616,T11070,failed_payment,resolved,49
C1617,T11071,duplicate,resolved,20
C1618,T11072,pending_payment,resolved,21
C1619,T11079,duplicate,resolved,62
C1620,T11080,pending_payment,resolved,47
C1621,T11081,pending_payment,resolved,53
C1622,T11113,refund,open,0
C1623,T11119,failed_payment,resolved,44
C1624,T11125,pending_payment,resolved,58
C1625,T11126,failed_payment,resolved,2
C1626,T11134,refund,resolved,20
C1627,T11140,duplicate,resolved,61
C1628,T11148,failed_payment,resolved,39
C1629,T11165,refund,resolved,45
C1630,T11167,failed_payment,resolved,25
C1631,T11176,refund,resolved,32
C1632,T11177,duplicate,resolved,56
C1633,T11181,failed_payment,resolved,48
C1634,T11190,refund,resolved,3
C1635,T11195,duplicate,resolved,13
C1636,T11200,refund,resolved,37
C1637,T11203,pending_payment,resolved,1
C1638,T11230,pending_payment,resolved,70
C1639,T11231,failed_payment,resolved,39
C1640,T11242,duplicate,resolved,61
C1641,T11262,pending_payment,resolved,3
C1642,T11269,failed_payment,resolved,34
C1643,T11282,failed_payment,resolved,3
C1644,T11291,refund,resolved,54
C1645,T11295,pending_payment,resolved,69
C1646,T11296,refund,resolved,46
C1647,T11302,refund,resolved,33
C1648,T11303,refund,resolved,12
C1649,T11313,pending_payment,resolved,72
C1650,T11315,refund,resolved,58
C1651,T11319,pending_payment,resolved,51
C1652,T11321,refund,resolved,50
C1653,T11324,pending_payment,resolved,16
C1654,T11332,pending_payment,resolved,29
C1655,T11336,pending_payment,resolved,29
C1656,T11341,duplicate,resolved,72
C1657,T11350,duplicate,resolved,56
C1658,T11355,pending_payment,resolved,60
C1659,T11360,pending_payment,resolved,59
C1660,T11363,failed_payment,resolved,32
C1661,T11367,pending_payment,resolved,42
C1662,T11369,duplicate,resolved,56
C1663,T11372,pending_payment,resolved,23
C1664,T11378,duplicate,resolved,61
C1665,T11380,pending_payment,resolved,19
C1666,T11382,refund,resolved,35
C1667,T11397,pending_payment,resolved,29
C1668,T11401,duplicate,resolved,66
C1669,T11406,pending_payment,resolved,14
C1670,T11410,pending_payment,resolved,64
C1671,T11416,refund,resolved,4
C1672,T11418,duplicate,resolved,72
C1673,T11426,duplicate,resolved,1
C1674,T11432,pending_payment,resolved,11
C1675,T11436,duplicate,resolved,36
C1676,T11464,refund,resolved,58
C1677,T11469,failed_payment,resolved,36
C1678,T11482,duplicate,resolved,19
C1679,T11485,failed_payment,resolved,2
C1680,T11489,duplicate,resolved,71
C1681,T11504,refund,open,0
C1682,T11526,duplicate,resolved,56
C1683,T11533,pending_payment,resolved,63
C1684,T11536,failed_payment,resolved,24
C1685,T11542,refund,resolved,20
C1686,T11544,refund,resolved,1
C1687,T11547,pending_payment,resolved,27
C1688,T11553,duplicate,resolved,15
C1689,T11561,pending_payment,resolved,62
C1690,T11566,pending_payment,resolved,56
C1691,T11571,refund,resolved,71
C1692,T11572,failed_payment,resolved,1
C1693,T11578,failed_payment,resolved,7
C1694,T11581,refund,resolved,3
C1695,T11582,failed_payment,resolved,72
C1696,T11586,duplicate,resolved,52
C1697,T11592,failed_payment,resolved,11
C1698,T11599,duplicate,resolved,21
C1699,T11604,pending_payment,resolved,40
C1700,T11606,refund,resolved,66
C1701,T11627,duplicate,resolved,55
C1702,T11630,failed_payment,resolved,59
C1703,T11641,duplicate,resolved,33
C1704,T11651,refund,resolved,52
C1705,T11652,duplicate,resolved,42
C1706,T11653,refund,resolved,11
C1707,T11656,duplicate,resolved,3
C1708,T11664,pending_payment,resolved,69
C1709,T11679,refund,resolved,21
C1710,T11680,pending_payment,resolved,23
C1711,T11681,pending_payment,resolved,5
C1712,T11711,refund,resolved,53
C1713,T11716,refund,resolved,2
C1714,T11724,duplicate,resolved,52
C1715,T11730,pending_payment,resolved,40
C1716,T11757,refund,resolved,13
C1717,T11770,pending_payment,resolved,40
C1718,T11775,duplicate,resolved,29
C1719,T11780,failed_payment,resolved,17
C1720,T11789,refund,resolved,33
C1721,T11791,duplicate,resolved,14
C1722,T11795,refund,resolved,7
C1723,T11819,failed_payment,resolved,8
C1724,T11822,duplicate,resolved,15
C1725,T11823,refund,resolved,33
C1726,T11825,failed_payment,resolved,66
C1727,T11829,pending_payment,resolved,3
C1728,T11834,failed_payment,resolved,8
C1729,T11842,duplicate,resolved,2
C1730,T11847,pending_payment,resolved,10
C1731,T11859,failed_payment,resolved,32
C1732,T11871,pending_payment,resolved,50
C1733,T11874,failed_payment,resolved,60
C1734,T11875,failed_payment,resolved,5
C1735,T11876,failed_payment,resolved,35
C1736,T11877,failed_payment,resolved,22
C1737,T11882,duplicate,resolved,39
C1738,T11884,failed_payment,resolved,25
C1739,T11889,failed_payment,resolved,45
C1740,T11916,duplicate,resolved,18
C1741,T11918,failed_payment,resolved,37
C1742,T11920,pending_payment,resolved,57
C1743,T11929,refund,resolved,30
C1744,T11937,refund,resolved,33
C1745,T11940,duplicate,resolved,41
C1746,T11941,duplicate,resolved,34
C1747,T11943,failed_payment,resolved,21
C1748,T11955,duplicate,resolved,8
C1749,T11982,refund,resolved,20
C1750,T11992,refund,resolved,5
C1751,T11997,pending_payment,resolved,10
C1752,T12002,failed_payment,resolved,11
C1753,T12009,failed_payment,resolved,9
C1754,T12018,failed_payment,resolved,57
C1755,T12022,pending_payment,resolved,1
C1756,T12029,failed_payment,resolved,29
C1757,T12037,refund,resolved,33
C1758,T12040,pending_payment,resolved,60
C1759,T12067,refund,resolved,35
C1760,T12075,duplicate,resolved,31
C1761,T12082,failed_payment,open,0
C1762,T12095,pending_payment,resolved,4
C1763,T12096,refund,resolved,29
C1764,T12112,failed_payment,resolved,40
C1765,T12113,failed_payment,resolved,52
C1766,T12121,failed_payment,resolved,1
C1767,T12130,duplicate,resolved,62
C1768,T12145,duplicate,resolved,54
C1769,T12148,refund,resolved,54
C1770,T12169,failed_payment,resolved,71
C1771,T12182,pending_payment,resolved,25
C1772,T12184,failed_payment,resolved,62
C1773,T12188,failed_payment,resolved,35
C1774,T12204,duplicate,resolved,32
C1775,T12215,failed_payment,resolved,9
C1776,T12218,failed_payment,resolved,10
C1777,T12232,refund,resolved,30
C1778,T12233,failed_payment,resolved,56
C1779,T12243,pending_payment,resolved,29
C1780,T12252,refund,resolved,21
C1781,T12253,pending_payment,resolved,6
C1782,T12254,failed_payment,resolved,67
C1783,T12255,refund,resolved,47
C1784,T12267,pending_payment,resolved,37
C1785,T12295,duplicate,resolved,25
C1786,T12297,duplicate,resolved,50
C1787,T12302,failed_payment,resolved,6
C1788,T12306,duplicate,resolved,51
C1789,T12311,pending_payment,open,0
C1790,T12322,failed_payment,resolved,68
C1791,T12329,refund,resolved,41
C1792,T12341,pending_payment,resolved,57
C1793,T12360,failed_payment,resolved,61
C1794,T12373,failed_payment,open,0
C1795,T12376,refund,resolved,31
C1796,T12379,failed_payment,resolved,44
C1797,T12389,failed_payment,resolved,71
C1798,T12403,refund,resolved,3
C1799,T12409,pending_payment,resolved,53
C1800,T12415,duplicate,resolved,33
C1801,T12429,refund,resolved,4
C1802,T12431,pending_payment,resolved,72
C1803,T12438,pending_payment,resolved,25
C1804,T12455,refund,resolved,9
C1805,T12456,duplicate,resolved,7
C1806,T12461,refund,resolved,67
C1807,T12463,failed_payment,resolved,6
C1808,T12480,failed_payment,resolved,4
C1809,T12488,failed_payment,resolved,44
C1810,T12489,duplicate,resolved,32
C1811,T12497,failed_payment,resolved,44
C1812,T12512,refund,resolved,11
C1813,T12514,pending_payment,resolved,17
C1814,T12537,pending_payment,resolved,35
C1815,T12538,failed_payment,resolved,40
C1816,T12553,pending_payment,resolved,55
C1817,T12587,failed_payment,resolved,56
C1818,T12588,refund,resolved,46
C1819,T12589,pending_payment,resolved,56
C1820,T12596,refund,resolved,63
C1821,T12598,refund,resolved,66
C1822,T12604,duplicate,resolved,20
C1823,T12607,pending_payment,resolved,3
C1824,T12615,refund,resolved,27
C1825,T12656,refund,resolved,39
C1826,T12664,refund,resolved,26
C1827,T12670,pending_payment,resolved,61
C1828,T12681,refund,resolved,28
C1829,T12684,pending_payment,resolved,11
C1830,T12687,pending_payment,resolved,69
C1831,T12698,failed_payment,resolved,12
C1832,T12702,duplicate,resolved,9
C1833,T12708,pending_payment,resolved,1
C1834,T12710,pending_payment,resolved,35
C1835,T12713,duplicate,resolved,1
C1836,T12714,refund,resolved,13
C1837,T12723,refund,resolved,44
C1838,T12725,pending_payment,resolved,8
C1839,T12727,duplicate,resolved,7
C1840,T12728,failed_payment,resolved,7
C1841,T12730,pending_payment,open,0
C1842,T12744,refund,resolved,54
C1843,T12753,pending_payment,resolved,37
C1844,T12763,refund,resolved,64
C1845,T12767,duplicate,resolved,72
C1846,T12789,pending_payment,resolved,13
C1847,T12790,pending_payment,resolved,49
C1848,T12798,refund,resolved,45
C1849,T12804,failed_payment,resolved,36
C1850,T12822,pending_payment,resolved,72
C1851,T12827,refund,resolved,38
C1852,T12838,duplicate,resolved,57
C1853,T12839,duplicate,resolved,66
C1854,T12854,failed_payment,resolved,60
C1855,T12857,pending_payment,resolved,14
C1856,T12868,failed_payment,resolved,66
C1857,T12873,duplicate,resolved,30
C1858,T12874,duplicate,resolved,33
C1859,T12878,duplicate,resolved,20
C1860,T12880,refund,resolved,13
C1861,T12883,refund,resolved,49
C1862,T12884,failed_payment,resolved,39
C1863,T12888,refund,resolved,24
C1864,T12889,pending_payment,resolved,7
C1865,T12893,refund,resolved,56
C1866,T12894,duplicate,resolved,24
C1867,T12896,pending_payment,resolved,19
C1868,T12904,failed_payment,resolved,5
C1869,T12905,pending_payment,resolved,49
C1870,T12907,refund,resolved,31
C1871,T12908,refund,resolved,45
C1872,T12909,failed_payment,resolved,7
C1873,T12910,pending_payment,resolved,17
C1874,T12911,failed_payment,resolved,60
C1875,T12913,refund,resolved,12
C1876,T12927,pending_payment,resolved,12
C1877,T12939,failed_payment,resolved,54
C1878,T12946,pending_payment,resolved,24
C1879,T12952,refund,resolved,32
C1880,T12974,refund,resolved,42
C1881,T12978,pending_payment,resolved,55
C1882,T12983,failed_payment,resolved,4
C1883,T12986,duplicate,resolved,22
C1884,T13006,duplicate,resolved,8
C1885,T13022,duplicate,resolved,24
C1886,T13030,pending_payment,resolved,66
C1887,T13031,pending_payment,resolved,55
C1888,T13033,refund,resolved,36
C1889,T13038,pending_payment,resolved,6
C1890,T13044,refund,resolved,57
C1891,T13052,pending_payment,resolved,37
C1892,T13053,pending_payment,open,0
C1893,T13056,refund,resolved,5
C1894,T13057,pending_payment,resolved,63
C1895,T13063,refund,resolved,66
C1896,T13081,refund,resolved,26
C1897,T13082,failed_payment,resolved,31
C1898,T13093,failed_payment,resolved,32
C1899,T13113,failed_payment,resolved,34
C1900,T13114,pending_payment,resolved,65
C1901,T13130,pending_payment,resolved,48
C1902,T13135,refund,resolved,29
C1903,T13137,failed_payment,resolved,65
C1904,T13138,refund,resolved,8
C1905,T13147,refund,open,0
C1906,T13150,duplicate,resolved,48
C1907,T13153,failed_payment,resolved,32
C1908,T13154,failed_payment,resolved,54
C1909,T13170,failed_payment,resolved,45
C1910,T13171,failed_payment,resolved,34
C1911,T13172,duplicate,resolved,39
C1912,T13183,failed_payment,resolved,7
C1913,T13193,duplicate,resolved,10
C1914,T13195,pending_payment,resolved,68
C1915,T13198,pending_payment,resolved,25
C1916,T13209,refund,resolved,11
C1917,T13216,pending_payment,resolved,50
C1918,T13224,duplicate,resolved,1
C1919,T13228,pending_payment,resolved,9
C1920,T13241,refund,resolved,16
C1921,T13248,refund,resolved,63
C1922,T13256,duplicate,resolved,16
C1923,T13273,refund,resolved,7
C1924,T13276,duplicate,resolved,28
C1925,T13296,pending_payment,resolved,50
C1926,T13297,failed_payment,resolved,32
C1927,T13312,failed_payment,resolved,18
C1928,T13322,failed_payment,resolved,41
C1929,T13326,refund,resolved,15
C1930,T13337,failed_payment,resolved,61
C1931,T13339,refund,resolved,44
C1932,T13347,failed_payment,resolved,38
C1933,T13355,failed_payment,open,0
C1934,T13356,pending_payment,resolved,23
C1935,T13359,pending_payment,resolved,71
C1936,T13369,failed_payment,resolved,22
C1937,T13390,failed_payment,resolved,53
C1938,T13399,refund,resolved,42
C1939,T13402,failed_payment,resolved,36
C1940,T13416,refund,resolved,58
C1941,T13418,refund,resolved,53
C1942,T13424,duplicate,resolved,20
C1943,T13432,duplicate,resolved,23
C1944,T13433,failed_payment,resolved,16
C1945,T13435,duplicate,resolved,62
C1946,T13440,refund,resolved,15
C1947,T13441,refund,resolved,16
C1948,T13455,duplicate,resolved,59
C1949,T13465,duplicate,resolved,11
C1950,T13484,duplicate,resolved,64
C1951,T13485,duplicate,resolved,61
C1952,T13491,pending_payment,resolved,17
C1953,T13492,failed_payment,resolved,14
C1954,T13494,duplicate,resolved,47
C1955,T13503,refund,resolved,31
C1956,T13506,failed_payment,resolved,1
C1957,T13512,duplicate,resolved,25
C1958,T13516,pending_payment,resolved,52
C1959,T13521,pending_payment,resolved,34
C1960,T13525,pending_payment,resolved,68
C1961,T13526,duplicate,resolved,18
C1962,T13532,failed_payment,resolved,48
C1963,T13539,refund,resolved,3
C1964,T13543,refund,resolved,55
C1965,T13544,pending_payment,resolved,50
C1966,T13556,failed_payment,resolved,63
C1967,T13565,pending_payment,resolved,4
C1968,T13592,pending_payment,resolved,36
C1969,T13611,pending_payment,resolved,8
C1970,T13618,failed_payment,resolved,18
C1971,T13625,failed_payment,resolved,5
C1972,T13637,failed_payment,resolved,10
C1973,T13648,failed_payment,resolved,65
C1974,T13661,refund,open,0
C1975,T13679,refund,resolved,57
C1976,T13682,duplicate,resolved,70
C1977,T13696,duplicate,resolved,5
C1978,T13697,pending_payment,resolved,72
C1979,T13701,refund,resolved,32
C1980,T13702,failed_payment,resolved,2
C1981,T13705,pending_payment,resolved,39
C1982,T13706,pending_payment,resolved,54
C1983,T13711,failed_payment,resolved,71
C1984,T13716,failed_payment,resolved,33
C1985,T13717,pending_payment,open,0
C1986,T13745,pending_payment,resolved,62
C1987,T13746,failed_payment,resolved,71
C1988,T13767,duplicate,resolved,48
C1989,T13772,duplicate,resolved,68
C1990,T13773,duplicate,resolved,47
C1991,T13777,failed_payment,resolved,8
C1992,T13780,refund,resolved,27
C1993,T13784,duplicate,resolved,57
C1994,T13797,failed_payment,resolved,21
C1995,T13808,failed_payment,resolved,19
C1996,T13816,refund,resolved,14
C1997,T13818,pending_payment,resolved,50
C1998,T13819,refund,resolved,28
C1999,T13833,duplicate,resolved,42
C2000,T13839,refund,resolved,62
C2001,T13853,pending_payment,resolved,17
C2002,T13874,duplicate,resolved,42
C2003,T13875,pending_payment,resolved,36
C2004,T13883,duplicate,resolved,36
C2005,T13886,refund,open,0
C2006,T13889,refund,resolved,23
C2007,T13912,pending_payment,resolved,10
C2008,T13915,pending_payment,resolved,61
C2009,T13916,failed_payment,resolved,28
C2010,T13924,refund,resolved,70
C2011,T13947,duplicate,resolved,20
C2012,T13958,pending_payment,resolved,16
C2013,T13966,refund,resolved,29
C2014,T13969,duplicate,resolved,28
C2015,T13974,duplicate,resolved,68
C2016,T13980,duplicate,resolved,45
C2017,T13985,failed_payment,resolved,34
C2018,T13986,pending_payment,resolved,35
C2019,T13990,duplicate,resolved,5
C2020,T13993,pending_payment,resolved,45
C2021,T13994,failed_payment,resolved,66
C2022,T14005,failed_payment,resolved,53
C2023,T14010,refund,resolved,47
C2024,T14011,pending_payment,resolved,27
C2025,T14018,pending_payment,resolved,7
C2026,T14031,duplicate,resolved,29
C2027,T14032,failed_payment,resolved,21
C2028,T14053,duplicate,resolved,35
C2029,T14059,pending_payment,resolved,41
C2030,T14066,refund,resolved,26
C2031,T14069,refund,resolved,10
C2032,T14081,duplicate,resolved,4
C2033,T14084,duplicate,resolved,49
C2034,T14085,pending_payment,resolved,60
C2035,T14102,failed_payment,resolved,37
C2036,T14113,refund,resolved,14
C2037,T14114,refund,resolved,10
C2038,T14131,failed_payment,resolved,60
C2039,T14146,pending_payment,resolved,40
C2040,T14147,pending_payment,resolved,61
C2041,T14164,duplicate,resolved,6
C2042,T14168,refund,resolved,6
C2043,T14172,refund,resolved,48
C2044,T14174,refund,resolved,15
C2045,T14175,duplicate,resolved,58
C2046,T14177,pending_payment,resolved,46
C2047,T14185,failed_payment,resolved,44
C2048,T14189,duplicate,resolved,23
C2049,T14194,pending_payment,resolved,69
C2050,T14211,refund,resolved,3
C2051,T14216,failed_payment,resolved,46
C2052,T14231,pending_payment,resolved,44
C2053,T14237,failed_payment,resolved,2
C2054,T14241,refund,resolved,55
C2055,T14258,failed_payment,resolved,14
C2056,T14266,pending_payment,resolved,67
C2057,T14267,pending_payment,open,0
C2058,T14269,refund,resolved,48
C2059,T14279,failed_payment,resolved,43
C2060,T14281,refund,resolved,36
C2061,T14286,failed_payment,resolved,61
C2062,T14303,duplicate,resolved,16
C2063,T14336,pending_payment,resolved,18
C2064,T14340,duplicate,resolved,57
C2065,T14341,refund,resolved,22
C2066,T14344,pending_payment,resolved,40
C2067,T14391,duplicate,resolved,72
C2068,T14404,pending_payment,resolved,63
C2069,T14411,duplicate,resolved,9
C2070,T14413,refund,resolved,3
C2071,T14414,refund,resolved,26
C2072,T14427,pending_payment,resolved,10
C2073,T14447,failed_payment,resolved,9
C2074,T14451,failed_payment,resolved,54
C2075,T14459,pending_payment,resolved,21
C2076,T14466,refund,resolved,24
C2077,T14467,duplicate,resolved,54
C2078,T14477,pending_payment,resolved,59
C2079,T14484,refund,resolved,66
C2080,T14492,refund,resolved,49
C2081,T14499,failed_payment,resolved,9
C2082,T14520,pending_payment,resolved,27
C2083,T14530,duplicate,resolved,58
C2084,T14549,refund,resolved,25
C2085,T14557,pending_payment,resolved,68
C2086,T14567,duplicate,resolved,9
C2087,T14587,duplicate,resolved,4
C2088,T14592,duplicate,resolved,45
C2089,T14594,pending_payment,resolved,39
C2090,T14598,failed_payment,resolved,24
C2091,T14601,pending_payment,open,0
C2092,T14604,pending_payment,resolved,1
C2093,T14607,duplicate,resolved,8
C2094,T14608,pending_payment,resolved,44
C2095,T14616,pending_payment,resolved,32
C2096,T14637,duplicate,resolved,11
C2097,T14640,pending_payment,resolved,13
C2098,T14641,refund,resolved,14
C2099,T14643,pending_payment,resolved,56
C2100,T14675,duplicate,resolved,11
C2101,T14681,duplicate,resolved,32
C2102,T14687,refund,resolved,57
C2103,T14689,failed_payment,resolved,30
C2104,T14690,refund,resolved,29
C2105,T14706,duplicate,resolved,50
C2106,T14709,failed_payment,resolved,69
C2107,T14714,duplicate,resolved,32
C2108,T14717,refund,resolved,26
C2109,T14730,pending_payment,resolved,8
C2110,T14746,pending_payment,resolved,5
C2111,T14749,failed_payment,resolved,12
C2112,T14753,failed_payment,resolved,39
C2113,T14755,failed_payment,resolved,42
C2114,T14757,pending_payment,resolved,68
C2115,T14760,pending_payment,open,0
C2116,T14768,refund,resolved,63
C2117,T14772,failed_payment,resolved,12
C2118,T14775,pending_payment,resolved,21
C2119,T14776,duplicate,resolved,20
C2120,T14779,failed_payment,resolved,62
C2121,T14780,failed_payment,resolved,52
C2122,T14784,duplicate,resolved,32
C2123,T14789,failed_payment,resolved,38
C2124,T14798,refund,resolved,13
C2125,T14808,failed_payment,resolved,36
C2126,T14836,duplicate,resolved,46
C2127,T14840,refund,resolved,64
C2128,T14855,duplicate,resolved,9
C2129,T14861,duplicate,resolved,19
C2130,T14862,duplicate,resolved,36
C2131,T14863,failed_payment,resolved,17
C2132,T14867,failed_payment,resolved,12
C2133,T14886,refund,resolved,46
C2134,T14896,duplicate,resolved,22
C2135,T14914,failed_payment,resolved,9
C2136,T14915,pending_payment,resolved,72
C2137,T14922,refund,resolved,29
C2138,T14926,duplicate,resolved,54
C2139,T14927,duplicate,resolved,54
C2140,T14930,pending_payment,resolved,50
C2141,T14940,refund,resolved,24
C2142,T14942,refund,resolved,12
C2143,T14956,duplicate,resolved,13
C2144,T14960,failed_payment,resolved,41
C2145,T14969,pending_payment,open,0
C2146,T14978,refund,resolved,33
C2147,T15000,pending_payment,resolved,52
C2148,T15008,duplicate,resolved,12
C2149,T15024,duplicate,resolved,19
C2150,T15032,refund,resolved,11
C2151,T15040,duplicate,resolved,44
C2152,T15043,pending_payment,resolved,29
C2153,T15044,failed_payment,resolved,52
C2154,T15046,refund,resolved,59
C2155,T15054,duplicate,resolved,23
C2156,T15056,failed_payment,resolved,40
C2157,T15058,failed_payment,resolved,32
C2158,T15061,refund,resolved,10
C2159,T15068,failed_payment,resolved,10
C2160,T15091,refund,resolved,51
C2161,T15092,failed_payment,resolved,66
C2162,T15102,duplicate,resolved,62
C2163,T15104,pending_payment,resolved,56
C2164,T15114,failed_payment,resolved,10
C2165,T15119,duplicate,resolved,51
C2166,T15127,failed_payment,resolved,64
C2167,T15128,pending_payment,resolved,3
C2168,T15129,pending_payment,resolved,14
C2169,T15134,pending_payment,resolved,46
C2170,T15137,failed_payment,resolved,70
C2171,T15141,pending_payment,resolved,21
C2172,T15162,failed_payment,resolved,30
C2173,T15169,failed_payment,resolved,5
C2174,T15172,refund,resolved,44
C2175,T15175,refund,resolved,13
C2176,T15205,refund,resolved,53
C2177,T15207,failed_payment,resolved,5
C2178,T15216,failed_payment,resolved,9
C2179,T15217,refund,resolved,70
C2180,T15219,pending_payment,resolved,46
C2181,T15222,refund,resolved,12
C2182,T15227,duplicate,resolved,6
C2183,T15229,duplicate,resolved,47
C2184,T15247,failed_payment,open,0
C2185,T15249,pending_payment,resolved,20
C2186,T15251,failed_payment,resolved,63
C2187,T15272,failed_payment,resolved,50
C2188,T15287,pending_payment,resolved,27
C2189,T15296,refund,resolved,8
C2190,T15301,refund,resolved,42
C2191,T15302,duplicate,resolved,16
C2192,T15303,pending_payment,resolved,36
C2193,T15310,failed_payment,resolved,4
C2194,T15312,pending_payment,resolved,20
C2195,T15313,failed_payment,resolved,40
C2196,T15324,pending_payment,resolved,28
C2197,T15361,failed_payment,resolved,18
C2198,T15363,refund,resolved,40
C2199,T15370,refund,resolved,18
C2200,T15374,failed_payment,resolved,63
C2201,T15385,failed_payment,resolved,41
C2202,T15401,duplicate,resolved,66
C2203,T15402,pending_payment,resolved,40
C2204,T15403,pending_payment,resolved,54
C2205,T15405,duplicate,resolved,33
C2206,T15406,duplicate,resolved,59
C2207,T15412,failed_payment,resolved,39
C2208,T15416,refund,resolved,28
C2209,T15421,refund,resolved,68
C2210,T15424,refund,resolved,69
C2211,T15427,pending_payment,resolved,26
C2212,T15432,duplicate,resolved,8
C2213,T15433,refund,resolved,47
C2214,T15446,pending_payment,resolved,17
C2215,T15449,pending_payment,resolved,53
C2216,T15453,refund,resolved,48
C2217,T15457,duplicate,resolved,39
C2218,T15460,failed_payment,resolved,62
C2219,T15463,failed_payment,resolved,25
C2220,T15467,failed_payment,resolved,65
C2221,T15480,refund,resolved,14
C2222,T15481,pending_payment,resolved,57
C2223,T15485,refund,resolved,15
C2224,T15489,duplicate,resolved,49
C2225,T15495,pending_payment,resolved,45
C2226,T15499,refund,resolved,5
C2227,T15501,pending_payment,resolved,45
C2228,T15516,duplicate,resolved,6
C2229,T15520,pending_payment,resolved,7
C2230,T15523,duplicate,resolved,45
C2231,T15537,duplicate,resolved,19
C2232,T15544,duplicate,resolved,11
C2233,T15545,duplicate,resolved,17
C2234,T15552,pending_payment,resolved,47
C2235,T15557,pending_payment,resolved,69
C2236,T15561,failed_payment,resolved,51
C2237,T15573,failed_payment,resolved,54
C2238,T15575,failed_payment,resolved,12
C2239,T15582,failed_payment,resolved,69
C2240,T15587,pending_payment,resolved,3
C2241,T15594,duplicate,resolved,6
C2242,T15598,duplicate,resolved,10
C2243,T15599,failed_payment,resolved,53
C2244,T15602,duplicate,resolved,57
C2245,T15613,pending_payment,resolved,29
C2246,T15618,pending_payment,resolved,15
C2247,T15627,duplicate,resolved,59
C2248,T15629,duplicate,resolved,69
C2249,T15632,duplicate,resolved,59
C2250,T15637,failed_payment,resolved,57
C2251,T15641,pending_payment,resolved,50
C2252,T15649,refund,resolved,43
C2253,T15653,refund,resolved,48
C2254,T15654,pending_payment,resolved,41
C2255,T15660,pending_payment,resolved,67
C2256,T15667,refund,resolved,16
C2257,T15679,duplicate,resolved,63
C2258,T15680,failed_payment,resolved,16
C2259,T15681,duplicate,resolved,68
C2260,T15687,duplicate,resolved,59
C2261,T15692,refund,resolved,26
C2262,T15695,failed_payment,resolved,4
C2263,T15704,failed_payment,resolved,12
C2264,T15706,duplicate,resolved,37
C2265,T15707,pending_payment,resolved,9
C2266,T15714,failed_payment,resolved,27
C2267,T15730,failed_payment,resolved,57
C2268,T15737,refund,resolved,1
C2269,T15741,duplicate,resolved,58
C2270,T15746,failed_payment,resolved,22
C2271,T15751,duplicate,resolved,69
C2272,T15757,duplicate,resolved,29
